SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1125 Whitecroft Dr,Raleigh,NC,27603,399900,3,3.0,Whitecroft Manor,3460,23522,2015,19,116,35,Active,May-13-2018 12:00 PM,May-13-2018 02:00 PM,http://www.redfin.com/NC/Raleigh/1125-Whitecroft-Dr-27603/home/97826542,TMLS,2186825,N,Y,35.659744,-78.668801
MLS Listing,,Single Family Residential,8513 Erinsbrook Dr,Raleigh,NC,27617-8337,310000,3,2.0,Woodlawn,2153,7840,1997,19,144,35,Active,,,http://www.redfin.com/NC/Raleigh/8513-Erinsbrook-Dr-27617/home/41222596,TMLS,2186652,N,Y,35.9162412,-78.7477311
MLS Listing,,Single Family Residential,8521 Hurst Dr,Raleigh,NC,27603,394900,3,3.0,Whitecroft Manor,3011,20037,2017,19,131,35,Active,,,http://www.redfin.com/NC/Raleigh/8521-Hurst-Dr-27603/home/143219179,TMLS,2186645,N,Y,35.6611944,-78.6675634
MLS Listing,,Single Family Residential,1203 Castlestone Ln,Knightdale,NC,27545,291063,4,3.0,Langston Ridge,2454,10454,2018,20,119,60,Active,,,http://www.redfin.com/NC/Knightdale/1203-Castlestone-Ln-27545/home/145423022,TMLS,2186600,N,Y,35.789028,-78.532257
MLS Listing,,Single Family Residential,10209 Thoughtful Spot Way,Raleigh,NC,27614,379900,5,4.0,Bedford at Falls River,3858,8276,2006,20,98,60,Active,,,http://www.redfin.com/NC/Raleigh/10209-Thoughtful-Spot-Way-27614/home/41301914,TMLS,2186576,N,Y,35.9289771,-78.5747351
MLS Listing,,Single Family Residential,6305 Southern Charm Ln,Raleigh,NC,27603,335000,3,3.0,Southern Meadows,2849,24393,2006,21,118,30,Active,,,http://www.redfin.com/NC/Raleigh/6305-Southern-Charm-Ln-27603/home/41290863,TMLS,2186473,N,Y,35.6009621,-78.6429101
MLS Listing,,Single Family Residential,8905 Cub Trl,Raleigh,NC,27615,269900,3,3.0,Durant Trails,1574,11325,1988,21,171,25,Active,,,http://www.redfin.com/NC/Raleigh/8905-Cub-Trl-27615/home/41170376,TMLS,2186454,N,Y,35.8988572,-78.5930876
MLS Listing,,Single Family Residential,1100 Broadhaven Dr,Raleigh,NC,27603,364900,4,4.0,Turner Downs,3122,32670,2004,22,117,32,Active,,,http://www.redfin.com/NC/Raleigh/1100-Broadhaven-Dr-27603/home/41266114,TMLS,2186427,N,Y,35.620896,-78.6761291
MLS Listing,,Single Family Residential,2536 Springfield Park Dr,Raleigh,NC,27614,279760,4,3.0,Wakefield,2247,7840,2000,22,125,51,Active,,,http://www.redfin.com/NC/Raleigh/2536-Springfield-Park-Dr-27614/home/41253110,TMLS,2186382,N,Y,35.9389722,-78.5622767
MLS Listing,,Single Family Residential,416 E Millbrook Rd,Raleigh,NC,27609,310000,4,3.0,North Glen,1894,13503,1968,22,164,,Active,,,http://www.redfin.com/NC/Raleigh/416-E-Millbrook-Rd-27609/home/41072995,TMLS,2186256,N,Y,35.851406,-78.6324485
MLS Listing,,Single Family Residential,1209 Turner Woods Dr,Raleigh,NC,27603-9522,360000,3,3.0,Turner Downs,2763,24829,2005,22,130,32,Active,,,http://www.redfin.com/NC/Raleigh/1209-Turner-Woods-Dr-27603/home/41290975,TMLS,2186238,N,Y,35.618783,-78.670632
MLS Listing,,Single Family Residential,2013 Mallard Ln,Raleigh,NC,27609,349800,4,3.0,Fox Run,2669,13503,1973,23,131,,Active,,,http://www.redfin.com/NC/Raleigh/2013-Mallard-Ln-27609/home/41084029,TMLS,2186085,N,Y,35.8608467,-78.6071766
MLS Listing,,Single Family Residential,1029 Rolling Farm Dr,Raleigh,NC,27603,375000,3,3.0,Old Stage Place,2877,33105,2002,23,130,23,Active,,,http://www.redfin.com/NC/Raleigh/1029-Rolling-Farm-Dr-27603/home/41252324,TMLS,2186033,N,Y,35.6494688,-78.6711974
MLS Listing,,Single Family Residential,3815 Yates Mill Trl,Raleigh,NC,27606,340000,3,3.0,Crossings at Tryon,1800,4356,2011,23,189,17,Active,,,http://www.redfin.com/NC/Raleigh/3815-Yates-Mill-Trl-27606/home/41316027,TMLS,2186018,N,Y,35.7456169,-78.7040177
MLS Listing,,Single Family Residential,4105 Ridgebluffs Ct,Raleigh,NC,27603-8822,375000,3,3.0,Ridgebrook,2496,47480,1993,23,150,,Active,,,http://www.redfin.com/NC/Raleigh/4105-Ridgebluffs-Ct-27603/home/41179443,TMLS,2185826,N,Y,35.6645761,-78.7110099
MLS Listing,,Single Family Residential,3441 Longleaf Estates Dr,Raleigh,NC,27616,333500,5,3.0,Wake,2619,10018,2018,23,127,54,Active,,,http://www.redfin.com/NC/Raleigh/3441-Longleaf-Estates-Dr-27616/home/145077645,TMLS,2185822,N,Y,35.903439,-78.508817
MLS Listing,,Single Family Residential,1408 Lena Ln,Knightdale,NC,27545,299900,4,3.0,Cheswick,2872,6969,2015,24,104,50,Active,,,http://www.redfin.com/NC/Knightdale/1408-Lena-Ln-27545/home/69367683,TMLS,2185672,N,Y,35.76399,-78.530231
MLS Listing,,Single Family Residential,312 Colleton Rd,Raleigh,NC,27610,314900,3,3.0,Longview Park,1724,13068,1950,24,183,,Active,,,http://www.redfin.com/NC/Raleigh/312-Colleton-Rd-27610/home/41082260,TMLS,2185632,N,Y,35.7851442,-78.6124532
MLS Listing,,Single Family Residential,7105 Kinross Dr,Raleigh,NC,27613,250000,3,3.0,Brittany Woods,1439,6969,1990,24,174,38,Active,,,http://www.redfin.com/NC/Raleigh/7105-Kinross-Dr-27613/home/41163752,TMLS,2185582,N,Y,35.8768023,-78.711691
MLS Listing,,Single Family Residential,5517 Mapleridge Rd,Raleigh,NC,27609,359000,4,3.0,Cedar Hills Estates,2084,9147,1973,25,172,,Active,,,http://www.redfin.com/NC/Raleigh/5517-Mapleridge-Rd-27609/home/41116740,TMLS,2185562,N,Y,35.85715,-78.6255659
MLS Listing,,Single Family Residential,12508 Boone Hall Ct,Raleigh,NC,27614,399900,4,3.0,Wakefield,3251,20037,1998,25,123,25,Active,,,http://www.redfin.com/NC/Raleigh/12508-Boone-Hall-Ct-27614/home/41240707,TMLS,2185376,N,Y,35.9505355,-78.563113
MLS Listing,,Single Family Residential,5016 Swordfish Dr,Raleigh,NC,27603,255000,3,2.0,Crest of Carolina,1778,33541,2004,26,143,22,Active,,,http://www.redfin.com/NC/Raleigh/5016-Swordfish-Dr-27603/home/41360338,TMLS,2185327,N,Y,35.6389077,-78.6446389
MLS Listing,,Single Family Residential,7349 Birchshire Dr,Raleigh,NC,27616,279944,3,3.0,Bryson Village,2310,5662,2018,26,121,45,Active,,,http://www.redfin.com/NC/Raleigh/7349-Berkshire-Downs-Dr-27616/home/41338446,TMLS,2185261,N,Y,35.8776291,-78.5548281
MLS Listing,,Single Family Residential,3508 Bridlespur Ln,Raleigh,NC,27604,334900,3,3.0,Woodscreek,2145,42253,1977,26,156,1,Active,,,http://www.redfin.com/NC/Raleigh/3508-Bridlespur-Ln-27604/home/41128443,TMLS,2185206,N,Y,35.823883,-78.5540406
MLS Listing,,Single Family Residential,2508 Westham Pl,Raleigh,NC,27604,250000,4,3.0,Southall,2204,10890,1990,26,113,29,Active,,,http://www.redfin.com/NC/Raleigh/2508-Westham-Pl-27604/home/41177270,TMLS,2185152,N,Y,35.8164485,-78.5646434
MLS Listing,,Single Family Residential,8613 Hobhouse Cir,Raleigh,NC,27615,289000,4,3.0,Windsor Forest,2545,7405,1997,28,114,15,Active,,,http://www.redfin.com/NC/Raleigh/8613-Hobhouse-Cir-27615/home/41205378,TMLS,2184985,N,Y,35.894052,-78.5741141
MLS Listing,,Single Family Residential,101 Zaharis Cv,Raleigh,NC,27603,350000,4,3.0,Eagle Ridge,2395,17424,2004,29,146,42,Active,,,http://www.redfin.com/NC/Raleigh/101-Zaharis-Cv-27603/home/41264586,TMLS,2184939,N,Y,35.6671751,-78.6724272
MLS Listing,,Single Family Residential,5709 Lakehaven Dr,Raleigh,NC,27612,329900,3,2.0,Brandermill,1757,10454,1983,29,188,,Active,,,http://www.redfin.com/NC/Raleigh/5709-Lakehaven-Dr-27612/home/41148213,TMLS,2184911,N,Y,35.8636564,-78.6687935
MLS Listing,,Single Family Residential,5000 William And Mary Dr,Raleigh,NC,27616,329000,3,2.0,Wake,1943,110642,1979,29,169,,Active,,,http://www.redfin.com/NC/Raleigh/5000-William-and-Mary-Dr-27616/home/41134051,TMLS,2184886,N,Y,35.8464221,-78.5136065
MLS Listing,,Single Family Residential,1000 Canterbury Rd,Raleigh,NC,27607,369900,3,2.0,Forest Hills,1072,8712,1951,29,345,,Active,,,http://www.redfin.com/NC/Raleigh/1000-Canterbury-Rd-27607/home/41114409,TMLS,2184862,N,Y,35.7986849,-78.6688821
MLS Listing,,Single Family Residential,5313 Beckom St,Raleigh,NC,27616,399900,3,3.0,Wake,2472,4791,2018,29,162,95,Active,,,http://www.redfin.com/NC/Raleigh/5313-Beckom-St-27616/home/145312639,TMLS,2184837,N,Y,35.860766,-78.537124
MLS Listing,,Single Family Residential,8808 Deerland Grove Dr,Raleigh,NC,27615,384900,4,3.0,Hunters Knoll,2979,13939,1995,29,129,12,Active,,,http://www.redfin.com/NC/Raleigh/8808-Deerland-Grove-Dr-27615/home/41208631,TMLS,2184746,N,Y,35.8977977,-78.580967
MLS Listing,,Single Family Residential,31 Line Dr,Raleigh,NC,27603,259900,3,3.0,Waverly Pointe,2249,30404,2000,29,116,,Active,,,http://www.redfin.com/NC/Raleigh/31-Line-Dr-27603/home/43708696,TMLS,2184726,N,Y,35.5860808,-78.6190597
MLS Listing,,Single Family Residential,3556 Dewing Dr,Raleigh,NC,27616,300000,3,2.0,Heron Park,2042,20037,1998,29,147,10,Active,,,http://www.redfin.com/NC/Raleigh/3556-Dewing-Dr-27616/home/41224878,TMLS,2184713,N,Y,35.8754359,-78.5140593
MLS Listing,,Single Family Residential,5313 Country Ct,Raleigh,NC,27609,320000,3,2.0,Quail Meadows,1655,11761,1970,29,193,,Active,,,http://www.redfin.com/NC/Raleigh/5313-Country-Ct-27609/home/41075061,TMLS,2184704,N,Y,35.853602,-78.615823
MLS Listing,,Single Family Residential,1136 Chapanoke Rd,Raleigh,NC,27603-3475,396382,4,4.0,Renaissance Park,2944,5227,2007,30,135,77,Active,,,http://www.redfin.com/NC/Raleigh/1136-Chapanoke-Rd-27603/home/41324732,TMLS,2184616,N,Y,35.7364548,-78.6616833
MLS Listing,,Single Family Residential,11 St Augustine Ave,Raleigh,NC,27610,379700,3,3.0,College Park,1504,5662,2018,30,252,,Active,,,http://www.redfin.com/NC/Raleigh/11-Saint-Augustine-27610/home/145308866,TMLS,2184529,N,Y,35.7805899,-78.619237
MLS Listing,,Single Family Residential,103 N Pettigrew St,Raleigh,NC,27610,397500,3,3.0,College Park,1780,4486,2017,30,223,,Active,,,http://www.redfin.com/NC/Raleigh/103-N-Pettigrew-St-27610/home/86032833,TMLS,2184479,N,Y,35.781447,-78.620895
MLS Listing,,Single Family Residential,1119 Martin St,Raleigh,NC,27610,379900,3,2.0,Wake,1426,6969,1925,30,266,,Active,,,http://www.redfin.com/NC/Raleigh/1119-E-Martin-St-27610/home/41114885,TMLS,2184406,N,Y,35.7764961,-78.620999
MLS Listing,,Single Family Residential,1504 Stratlen Ct,Raleigh,NC,27615,375000,4,3.0,North Ridge,3035,25264,1972,30,124,,Active,,,http://www.redfin.com/NC/Raleigh/1504-Stratlen-Ct-27615/home/41341306,TMLS,2184397,N,Y,35.8918035,-78.6125666
MLS Listing,,Single Family Residential,1337 Hoke Landing Ln Lot 6,Raleigh,NC,27603,389900,4,4.0,Hoke Landing,2925,22651,2018,30,133,30,Active,May-13-2018 01:00 PM,May-13-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/1337-Hoke-Landing-Ln-27603/unit-06/home/56352152,TMLS,2184386,N,Y,35.6151211,-78.6320664
MLS Listing,,Single Family Residential,6105 Spring Branch Ln Lot 34,Raleigh,NC,27603,399900,3,4.0,Hoke Landing,3012,23522,2018,30,133,30,Active,May-13-2018 01:00 PM,May-13-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/6105-Spring-Branch-Cir-27603/unit-34/home/145079594,TMLS,2184385,N,Y,35.6141024,-78.631187
MLS Listing,,Single Family Residential,1521 Wescott Dr,Raleigh,NC,27614,359000,3,3.0,Wood Spring,2482,29620,1994,30,145,21,Active,,,http://www.redfin.com/NC/Raleigh/1521-Wescott-Dr-27614/home/41202476,TMLS,2184362,N,Y,35.9183149,-78.5838809
MLS Listing,,Single Family Residential,4825 Latimer Dr,Raleigh,NC,27609,325000,4,3.0,Lakemont,1974,12196,1966,31,165,,Active,,,http://www.redfin.com/NC/Raleigh/4825-Latimer-Rd-27609/home/41118273,TMLS,2184109,N,Y,35.8479939,-78.6284143
MLS Listing,,Single Family Residential,5800 Valley Estates Dr,Raleigh,NC,27612,330000,3,3.0,Fieldstream Farm,2631,16988,1983,31,125,,Active,,,http://www.redfin.com/NC/Raleigh/5800-Valley-Estates-Dr-27612/home/41143334,TMLS,2184080,N,Y,35.8650902,-78.6697241
MLS Listing,,Single Family Residential,908 Temple St,Raleigh,NC,27609,399900,4,3.0,Chestnut Hills,2323,20037,1966,31,172,,Active,,,http://www.redfin.com/NC/Raleigh/908-Temple-St-27609/home/41112181,TMLS,2184061,N,Y,35.8561417,-78.6516864
MLS Listing,,Single Family Residential,2320 Derby Dr,Raleigh,NC,27610,375000,4,4.0,Longview Park,2262,13068,1953,31,166,,Active,,,http://www.redfin.com/NC/Raleigh/2320-Derby-Dr-27610/home/41098517,TMLS,2184058,N,Y,35.7870057,-78.606021
MLS Listing,,Single Family Residential,3216 Hiking Trl,Raleigh,NC,27615,289750,3,3.0,Durant Trails,1912,11761,1990,32,152,25,Active,,,http://www.redfin.com/NC/Raleigh/3216-Hiking-Trl-27615/home/41180215,TMLS,2184048,N,Y,35.9011774,-78.5859788
MLS Listing,,Single Family Residential,185 Winfred Dr,Raleigh,NC,27603,275000,3,3.0,Waverly Pointe,2347,29185,2002,32,117,,Active,,,http://www.redfin.com/NC/Raleigh/185-Winfred-Dr-27603/home/43699348,TMLS,2180067,N,Y,35.5763657,-78.6184833
MLS Listing,,Single Family Residential,5321 Maplemoor Way,Raleigh,NC,27616,272870,4,3.0,Bryson Village,2300,6098,2018,32,119,45,Active,,,http://www.redfin.com/NC/Raleigh/5321-Maplemoor-Way-27616/home/145298648,TMLS,2183906,N,Y,35.836500000361,-78.512304999554
MLS Listing,,Single Family Residential,4128 Yadkin Dr,Raleigh,NC,27609-6335,399900,3,2.0,North Hills,1821,15681,1960,33,220,,Active,,,http://www.redfin.com/NC/Raleigh/4128-Yadkin-Dr-27609/home/41073596,TMLS,2183789,N,Y,35.8390739,-78.6549258
MLS Listing,,Single Family Residential,112 St Mellion St,Raleigh,NC,27603,400000,5,4.0,Eagle Ridge,3114,18295,2015,35,128,42,Active,,,http://www.redfin.com/NC/Raleigh/112-Saint-Mellion-St-27603/home/44551447,TMLS,2183575,N,Y,35.6732909,-78.6671538
MLS Listing,,Single Family Residential,5309 Forsyth Park St,Raleigh,NC,27616,321900,3,3.0,Wake,2168,3484,2016,36,148,95,Active,,,http://www.redfin.com/NC/Raleigh/5309-Forsyth-Park-St-27616/home/101612349,TMLS,2183351,N,Y,35.861817,-78.539621
MLS Listing,,Single Family Residential,1120 Timbercut Dr,Durham,NC,27703,361527,4,4.0,Durham,2334,6098,2018,36,155,75,Active,,,http://www.redfin.com/NC/Durham/1120-Timbercut-Dr-27703/home/144953747,TMLS,2183289,N,Y,35.923699,-78.779971
MLS Listing,,Single Family Residential,418 N King Charles Rd,Raleigh,NC,27610,374900,3,3.0,Longview,1504,15246,1951,36,249,,Active,,,http://www.redfin.com/NC/Raleigh/418-N-King-Charles-Rd-27610/home/41075175,TMLS,2183258,N,Y,35.7864604,-78.610738
MLS Listing,,Single Family Residential,803 Postell St,Raleigh,NC,27601-2037,399900,3,3.0,Wake,1484,6098,1956,36,269,,Active,,,http://www.redfin.com/NC/Raleigh/803-Postell-St-27601/home/145280496,TMLS,2183254,N,Y,35.773612,-78.6246801
MLS Listing,,Single Family Residential,5617 Deblyn Ave,Raleigh,NC,27612,279900,4,2.0,Brookhaven,2113,16552,1960,36,132,,Active,,,http://www.redfin.com/NC/Raleigh/5617-Deblyn-Ave-27612/home/41085889,TMLS,2183168,N,Y,35.8567941,-78.6987902
MLS Listing,,Single Family Residential,613 Shadywood Ln,Raleigh,NC,27603,299990,5,3.0,Nottingham,2934,40075,1985,37,102,,Active,,,http://www.redfin.com/NC/Raleigh/613-Shadywood-Ln-27603/home/41152589,TMLS,2183107,N,Y,35.6473721,-78.6387877
MLS Listing,,Single Family Residential,2011 Travern Dr Lot 28,Raleigh,NC,27603,344990,4,3.0,Wake,2405,6534,2018,37,143,37,Active,,,http://www.redfin.com/NC/Raleigh/2011-Travern-Dr-27603/unit-28/home/145280832,TMLS,2183032,N,Y,35.6585749,-78.6971097
MLS Listing,,Single Family Residential,2003 Travern Dr Lot 26,Raleigh,NC,27603,332500,4,3.0,Wake,2390,6098,2018,38,139,37,Active,,,http://www.redfin.com/NC/Raleigh/2003-Travern-Dr-27603/unit-26/home/145280355,TMLS,2182774,N,Y,35.6587799,-78.6968466
MLS Listing,,Single Family Residential,1129 Timbercut Dr,Durham,NC,27703,378574,4,3.0,Durham,2619,5227,2018,38,145,75,Active,,,http://www.redfin.com/NC/Durham/1129-Timbercut-Dr-27703/home/144953749,TMLS,2182763,N,Y,35.923699,-78.779971
MLS Listing,,Single Family Residential,5201 Blakeley Ln,Raleigh,NC,27613,289000,3,3.0,Harrington Grove,1850,6969,1993,38,156,30,Active,,,http://www.redfin.com/NC/Raleigh/5201-Blakeley-Ln-27613/home/41197782,TMLS,2179977,N,Y,35.9295037,-78.7426904
MLS Listing,,Single Family Residential,6508 Valley Estates Dr,Raleigh,NC,27612,325000,3,3.0,Wake,1950,17859,1982,39,167,,Active,,,http://www.redfin.com/NC/Raleigh/6508-Valley-Estates-Dr-27612/home/41134545,TMLS,2182441,N,Y,35.8707058,-78.6770837
MLS Listing,,Single Family Residential,1105 Ranchester Rd,Knightdale,NC,27545,329700,4,3.0,Cheswick,2980,9888,2012,39,111,50,Active,,,http://www.redfin.com/NC/KNIGHTDALE/1105-RANCHESTER-RD-27545/home/44525101,TMLS,2182438,N,Y,35.762136,-78.525761
MLS Listing,,Single Family Residential,7364 Birchshire Dr,Raleigh,NC,27616,281054,3,3.0,Bryson Village,2310,5662,2018,39,122,45,Active,,,http://www.redfin.com/NC/Raleigh/7364-Berkshire-Downs-Dr-27616/home/41156515,TMLS,2182389,N,Y,35.8771486,-78.5545286
MLS Listing,,Single Family Residential,6416 Giddings St Unit 3071 Watson,Raleigh,NC,27616,331715,4,4.0,Wake,2101,4138,2018,39,158,95,Active,,,http://www.redfin.com/NC/Raleigh/6416-Giddings-St-27616/unit-3071-Watson/home/145269755,TMLS,2182385,N,Y,35.8607386,-78.5386463
MLS Listing,,Single Family Residential,7309 Birchshire Dr,Raleigh,NC,27616,283117,3,3.0,Bryson Village,2300,7840,2018,39,123,45,Active,,,http://www.redfin.com/NC/Raleigh/7309-Berkshire-Downs-Dr-27616/home/41146625,TMLS,2182383,N,Y,35.8774599,-78.5582197
MLS Listing,,Single Family Residential,12577 Honeychurch St,Raleigh,NC,27614,315000,4,3.0,Wakefield,2562,9147,2006,39,123,25,Active,,,http://www.redfin.com/NC/Raleigh/12577-Honeychurch-St-27614/home/41310310,TMLS,2182352,N,Y,35.9679307,-78.5587244
MLS Listing,,Single Family Residential,5201 Duckdown Ct,Raleigh,NC,27604,309900,4,3.0,Pine Hall Plantation,3446,11761,2000,40,90,21,Active,,,http://www.redfin.com/NC/Raleigh/5201-Duckdown-Ct-27604/home/41221968,TMLS,2182314,N,Y,35.8201886,-78.5523547
MLS Listing,,Single Family Residential,3925 Ardleigh Ct,Raleigh,NC,27616,375000,3,4.0,Lauren Oaks,2773,30492,2004,40,135,13,Active,,,http://www.redfin.com/NC/Raleigh/3925-Ardleigh-Ct-27616/home/41250813,TMLS,2182289,N,Y,35.8580099,-78.4967928
MLS Listing,,Single Family Residential,2108 Village Oaks Ln,Raleigh,NC,27614,325000,4,3.0,Berkshire,2475,10018,1999,40,131,46,Active,,,http://www.redfin.com/NC/Raleigh/2108-Village-Oaks-Ln-27614/home/41270598,TMLS,2182262,N,Y,35.9415009,-78.5711199
MLS Listing,,Single Family Residential,13112 Elmleaf Ct,Raleigh,NC,27614,365000,4,3.0,Wakefield,3061,9583,1999,41,119,46,Active,,,http://www.redfin.com/NC/Raleigh/13112-Elmleaf-Ct-27614/home/41238155,TMLS,2182104,N,Y,35.941165,-78.5695896
MLS Listing,,Single Family Residential,1025 Blue River Farm Dr,Raleigh,NC,27603,264900,3,3.0,Britt Estates,2555,30056,2005,43,104,,Active,,,http://www.redfin.com/NC/Raleigh/1025-Blue-River-Farm-Dr-27603/home/41292372,TMLS,2176236,N,Y,35.6339235,-78.627705
MLS Listing,,Single Family Residential,3208 Brennan Dr,Raleigh,NC,27613,379000,3,4.0,Brandon Station,2975,29620,1979,43,127,,Active,,,http://www.redfin.com/NC/Raleigh/3208-Brennan-Dr-27613/home/41226597,TMLS,2181814,N,Y,35.8983996,-78.6881683
MLS Listing,,Single Family Residential,12108 Old Creedmoor Rd,Raleigh,NC,27613,295000,3,2.0,Wake,1257,84070,1988,44,235,,Active,,,http://www.redfin.com/NC/Raleigh/12108-Old-Creedmoor-Rd-27613/home/41173336,TMLS,2177056,N,Y,35.9626256,-78.7052611
MLS Listing,,Single Family Residential,5417 Dorcas St,Raleigh,NC,27606-1323,314900,3,3.0,Mount Vernon,1744,13939,2018,44,181,,Active,,,http://www.redfin.com/NC/Raleigh/5417-Dorcas-St-27606/home/145246675,TMLS,2181593,N,Y,35.7913087,-78.7175083
MLS Listing,,Single Family Residential,5121 Windmere Chase Dr Lot 165,Raleigh,NC,27616,319470,3,3.0,Belmont,2334,6098,2018,44,137,78,Active,,,http://www.redfin.com/NC/Raleigh/5121-Windmere-Chase-Dr-27616/unit-165/home/145246403,TMLS,2181564,N,Y,35.8390551,-78.5547228
MLS Listing,,Single Family Residential,3116 Queensland Rd,Raleigh,NC,27614,362500,4,4.0,Carrington,3300,10018,2004,45,110,23,Active,,,http://www.redfin.com/NC/Raleigh/3116-Queensland-Rd-27614/home/41287302,TMLS,2181480,N,Y,35.9381442,-78.5556613
MLS Listing,,Single Family Residential,2725 Rothgeb Dr,Raleigh,NC,27609,399900,3,2.0,White Oak,1275,14810,1957,46,314,,Active,,,http://www.redfin.com/NC/Raleigh/2725-Rothgeb-Dr-27609/home/41090469,TMLS,2181156,N,Y,35.8207512,-78.6434864
MLS Listing,,Single Family Residential,716 Silverleaf Pl,Raleigh,NC,27609,325000,3,2.0,Cedar Hills Estates,1718,14374,1973,47,189,,Active,,,http://www.redfin.com/NC/Raleigh/716-Silver-Leaf-Pl-27609/home/41119122,TMLS,2181065,N,Y,35.8582777,-78.6254753
MLS Listing,,Single Family Residential,904 Maynard Creek Ct,Cary,NC,27513,399000,5,3.0,Wake,2821,10018,2014,47,141,132,Active,,,http://www.redfin.com/NC/Cary/904-Maynard-Creek-Ct-27513/home/59280556,TMLS,2181008,N,Y,35.7978725,-78.764676
MLS Listing,,Single Family Residential,8531 Lasilla Way,Raleigh,NC,27616,299900,3,3.0,Highland Creek,2570,8276,2009,47,117,56,Active,,,http://www.redfin.com/NC/Raleigh/8531-Lasilla-Way-27616/home/41323008,TMLS,2180950,N,Y,35.8993546,-78.5124619
MLS Listing,,Single Family Residential,7588 Oakberry Dr,Raleigh,NC,27616,299900,4,3.0,Bryson Village,2558,8712,2015,47,117,45,Active,,,http://www.redfin.com/NC/Raleigh/7588-Oakberry-Dr-27616/home/101612346,TMLS,2180924,N,Y,35.838983,-78.508856
MLS Listing,,Single Family Residential,1101 Castlestone Ln,Knightdale,NC,27545,301630,4,3.0,Langston Ridge,2640,7840,2018,48,114,60,Active,,,http://www.redfin.com/NC/Knightdale/1101-Castlestone-Ln-27545/home/145230742,TMLS,2180910,N,Y,35.7883394,-78.5310954
MLS Listing,,Single Family Residential,700 Bailey Dr,Raleigh,NC,27610,265000,3,2.0,Rochester Heights,1213,10454,1960,48,218,,Active,,,http://www.redfin.com/NC/Raleigh/700-Bailey-Dr-27610/home/41069438,TMLS,2180841,N,Y,35.7560463,-78.6281483
MLS Listing,,Single Family Residential,2437 Cedar Rock Dr #505,Wake Forest,NC,27587,294727,3,3.0,Stonegate,2309,7230,2017,49,128,55,Active,May-13-2018 01:30 PM,May-13-2018 05:00 PM,http://www.redfin.com/NC/Wake-Forest/2437-Cedar-Rock-Dr-27587/unit-505/home/145213495,TMLS,2180773,N,Y,35.9037850672506,-78.5093742858887
MLS Listing,,Single Family Residential,8029 Bright Oak Trl,Raleigh,NC,27616,270000,3,3.0,Brighton,2288,6534,2002,50,118,17,Active,,,http://www.redfin.com/NC/Raleigh/8029-Bright-Oak-Trl-27616/home/41259690,TMLS,2180309,N,Y,35.8889041,-78.5151689
MLS Listing,,Single Family Residential,1412 Ivy Ln,Raleigh,NC,27609,365000,4,3.0,Fairfax Hills,1983,20037,1965,50,184,,Active,,,http://www.redfin.com/NC/Raleigh/1412-Ivy-Ln-27609/home/41087544,TMLS,2180632,N,Y,35.8548929,-78.6161334
MLS Listing,,Single Family Residential,8704 Chesley Ct,Raleigh,NC,27613,389900,3,3.0,Stonehenge,2275,25700,1979,50,171,,Active,,,http://www.redfin.com/NC/Raleigh/8704-Chesley-Ct-27613/home/41135761,TMLS,2180592,N,Y,35.8987399,-78.6846874
MLS Listing,,Single Family Residential,7912 Broad St,Raleigh,NC,27613,369000,5,3.0,Parklyn Woods,2880,10890,1996,50,128,,Active,,,http://www.redfin.com/NC/Raleigh/7912-Broad-St-27613/home/41214390,TMLS,2180535,N,Y,35.8912276,-78.6952903
MLS Listing,,Single Family Residential,2901 Bergamot Ct,Raleigh,NC,27614,399900,7,4.0,Wakefield,4203,16117,2006,50,95,27,Active,,,http://www.redfin.com/NC/Raleigh/2901-Bergamot-Ct-27614/home/41296394,TMLS,2178530,N,Y,35.9391867,-78.5551276
MLS Listing,,Single Family Residential,8601 Lasilla Way,Raleigh,NC,27616,274899,3,3.0,Highland Creek,2563,8276,2009,50,107,56,Active,,,http://www.redfin.com/NC/Raleigh/8601-Lasilla-Way-27616/home/41321496,TMLS,2180376,N,Y,35.8996441,-78.5124171
MLS Listing,,Single Family Residential,8105 Coleraine Ct,Raleigh,NC,27615,325000,4,3.0,Emerald Chase,2328,14374,1988,51,140,23,Active,,,http://www.redfin.com/NC/Raleigh/8105-Coleraine-Ct-27615/home/41230364,TMLS,2180347,N,Y,35.8934021,-78.6633704
MLS Listing,,Single Family Residential,2739 Kinsley Pl,Raleigh,NC,27616,285000,4,2.0,Highland Creek,2580,11325,2010,51,110,56,Active,May-13-2018 08:00 AM,May-13-2018 08:00 PM,http://www.redfin.com/NC/Raleigh/2739-Kinsley-Pl-27616/home/41324045,TMLS,2180191,N,Y,35.8986653,-78.5096653
